,deaths_mean,deaths_median,deaths_Std,low_ci_05,high_ci_95,low_ci_025,high_ci_975,type
2020-03-06,0.12731892609695206,0.09257160499691963,0.11578921457507385,0.012255622446537018,0.3660500779747962,0.007860073435585946,0.4427464179694649,estimate
2020-03-07,0.10949867562728469,0.08340318128466606,0.09040898510252884,0.017244665417820215,0.29330731481313704,0.012014715187251567,0.3552699707448481,estimate
2020-03-08,0.09713803729577922,0.0769256092607975,0.07176430045590224,0.020716023538261654,0.24095241501927372,0.014613718795590102,0.2878104239702225,estimate
2020-03-09,0.08992605433589779,0.07497302815318108,0.058471287194863095,0.02342019258067012,0.20584829971194268,0.017710886104032396,0.24186437129974356,estimate
2020-03-10,0.08770489442627877,0.07603584229946136,0.049649610992054255,0.027291755005717278,0.1869535535573959,0.022121568443253636,0.2145434472709891,estimate
2020-03-11,0.09063947700196877,0.08176296204328537,0.04470756502940972,0.032914105057716365,0.17997667416930194,0.027322536800056696,0.20448037423193444,estimate
2020-03-12,0.09930263680638746,0.09191489219665527,0.04318801698252589,0.04126270953565836,0.18396103680133818,0.03492062762379646,0.20589383766055103,estimate
2020-03-13,0.11478096990007908,0.10887740179896355,0.044698457204955515,0.05349097289144993,0.2001002788543701,0.04761152453720569,0.22645234800875153,estimate
2020-03-14,0.13869829058274627,0.13294679671525955,0.048944266330096194,0.07146234773099422,0.23095034435391426,0.06327109206467867,0.25387152060866336,estimate
2020-03-15,0.17308789901062846,0.16637935489416122,0.05586096100814339,0.09395020827651024,0.277187192440033,0.08576752971857786,0.3043162077665326,estimate
2020-03-16,0.22033637510985135,0.21370812505483627,0.06565903626311649,0.12772070318460463,0.3428858011960983,0.11530339028686286,0.3745989583432672,estimate
2020-03-17,0.28329748261347415,0.2743738889694214,0.07863441520210274,0.17097703069448472,0.4278495922684669,0.15650127045810225,0.46178269162774077,estimate
2020-03-18,0.36519089540094135,0.35597385466098785,0.09499298046242526,0.22791514694690707,0.5389882296323776,0.2077578630298376,0.5778622701764107,estimate
2020-03-19,0.4694262006506324,0.45564521849155426,0.11480628599200517,0.30119525194168095,0.6777715384960175,0.281136991083622,0.728630684316158,estimate
2020-03-20,0.5993110278248787,0.5864800810813904,0.13813292855958612,0.39551303088665013,0.8472377210855484,0.36738806813955305,0.9022664025425905,estimate
2020-03-21,0.757578490614891,0.7424109876155853,0.16483946015819645,0.5159963518381119,1.0476566195487975,0.47767436727881435,1.1177225977182383,estimate
2020-03-22,0.9466750705838204,0.9299847483634949,0.19448628972582424,0.6599526673555375,1.2829016149044037,0.6113254457712173,1.3748510807752607,estimate
2020-03-23,1.1684753863215447,1.153573751449585,0.22644263051378571,0.8253095924854279,1.5494462311267851,0.7691656649112701,1.6385086387395855,estimate
2020-03-24,1.4233654552996158,1.4075389504432678,0.25982833925246607,1.0203838407993318,1.8710877418518066,0.9537459596991539,1.9772979229688636,estimate
2020-03-25,1.7097541420459748,1.6951638460159302,0.2935116956921826,1.2445223629474642,2.220843327045441,1.1820789754390717,2.3191239058971402,estimate
2020-03-26,2.0239116204977035,2.0124778747558594,0.3260774743434427,1.5105998158454896,2.5821761965751646,1.4220877200365067,2.698213744163513,estimate
2020-03-27,2.3590934180617333,2.34581983089447,0.35617761593842107,1.7906661331653595,2.9475889205932617,1.701911199092865,3.0935719609260555,estimate
2020-03-28,2.704653739333153,2.695434808731079,0.3830101091623916,2.1019658923149107,3.344203960895538,2.0001597940921783,3.4771234214305875,estimate
2020-03-29,3.046249138057232,3.0350801944732666,0.40606566569337427,2.395701026916504,3.739111232757568,2.3060611069202426,3.87055013179779,estimate
2020-03-30,3.36726497232914,3.3435869216918945,0.4257196711870195,2.688206195831299,4.089595460891724,2.6049657583236696,4.263427615165709,estimate
2020-03-31,3.6517786217927934,3.6241466999053955,0.4429397388809559,2.942537319660187,4.401829028129577,2.858329063653946,4.588043105602263,estimate
2020-04-01,3.8869609664678575,3.8701770305633545,0.45781947244026117,3.1565566301345824,4.660766053199768,3.0732000708580016,4.84216034412384,estimate
2020-04-02,4.064191496133804,4.042266130447388,0.4694832183244375,3.329287815093994,4.8637396574020375,3.2325836777687074,5.0375919938087454,estimate
2020-04-03,4.179518028974533,4.155457973480225,0.4768399595385798,3.4380857944488525,4.991560578346252,3.320738083124161,5.17778285741806,estimate
2020-04-04,4.2337661969661715,4.211680889129639,0.47927081850257314,3.47540123462677,5.074044275283813,3.3772796630859374,5.225323617458343,estimate
2020-04-05,4.231622339487076,4.2046520709991455,0.47693441314591023,3.4706363677978516,5.047300457954407,3.3863705217838285,5.2317390680313105,estimate
2020-04-06,4.1802977720499035,4.156314373016357,0.470482208072168,3.442232441902161,4.998434758186341,3.3349110901355745,5.173677527904511,estimate
2020-04-07,4.088431743621826,4.072643041610718,0.46088590089992715,3.362355041503906,4.883094954490661,3.2593996047973635,5.040229022502898,estimate
2020-04-08,3.9651516522169112,3.9513744115829468,0.4494872660512286,3.2471787571907047,4.7351555109024055,3.143198847770691,4.886077904701232,estimate
2020-04-09,3.8195257983207704,3.797764301300049,0.4375531584737183,3.1311668753623962,4.571906042098999,3.0300467371940614,4.720159256458282,estimate
2020-04-10,3.6601513978242872,3.6438909769058228,0.4260083889895246,2.983083641529083,4.391396975517273,2.887461590766907,4.549492740631104,estimate
2020-04-11,3.494939274311066,3.4793543815612793,0.4153484611530444,2.8532605290412905,4.194143557548522,2.7537900805473328,4.376162815093994,estimate
2020-04-12,3.3310309678316115,3.314341425895691,0.4056891973132639,2.716683292388916,4.032085680961608,2.6193781077861784,4.215786981582641,estimate
2020-04-13,3.1749677480459213,3.1588494777679443,0.39706545103346896,2.582612347602844,3.875413393974304,2.4925359964370726,4.033860540390014,estimate
2020-04-14,3.032779279232025,3.012160897254944,0.38952170812378806,2.445033407211304,3.724086058139801,2.3514149844646455,3.8650476694107057,estimate
2020-04-15,2.909936124444008,2.887113928794861,0.3831254076662416,2.330904185771942,3.5901237964630126,2.2415636122226714,3.7200850963592527,estimate
2020-04-16,2.811409061849117,2.787444591522217,0.37812991783117533,2.2354270815849304,3.4805558562278747,2.148472213745117,3.6218052744865408,estimate
2020-04-17,2.7416798568964005,2.7202951908111572,0.37475668943910917,2.1758410930633545,3.400837171077728,2.0822618544101714,3.5480983078479764,estimate
2020-04-18,2.704529279053211,2.681405186653137,0.3729665531318172,2.1390952110290526,3.3582992911338803,2.046986776590347,3.5038037896156307,estimate
2020-04-19,2.7025119358301164,2.6786078214645386,0.37302152520415266,2.1374711394309998,3.3553871273994442,2.047972309589386,3.522563636302948,estimate
2020-04-20,2.736751049041748,2.7094814777374268,0.3755750445969777,2.181510603427887,3.393163740634918,2.0798840522766113,3.583461904525756,estimate
2020-04-21,2.807220725417137,2.7820372581481934,0.381475399140581,2.246770513057709,3.4811007261276243,2.1224468052387238,3.661443328857422,estimate
2020-04-22,2.9131437792778017,2.88167941570282,0.39178147021939647,2.3299070715904233,3.596988022327423,2.2074912548065186,3.754978907108307,estimate
2020-04-23,3.0525428839325905,3.026304244995117,0.4072445430144895,2.438188362121582,3.7552487134933474,2.3378926217556,3.8892870724201196,estimate
2020-04-24,3.2215957008600236,3.1993249654769897,0.4278387841253496,2.5660819888114927,3.9396262884140016,2.495000869035721,4.092578673362731,estimate
2020-04-25,3.415122151494026,3.3839211463928223,0.45221900752713423,2.7200115084648133,4.1817738771438595,2.6455138862133025,4.343692779541014,estimate
2020-04-26,3.626925226330757,3.5937284231185913,0.47832243672996944,2.910667383670807,4.453369569778442,2.804717409610748,4.656456768512724,estimate
2020-04-27,3.8499623913764953,3.8165732622146606,0.5038489006345518,3.0881055712699887,4.727029609680176,2.979104107618332,4.938592910766601,estimate
2020-04-28,4.076666746854782,4.035010099411011,0.5266606854972418,3.2759416937828063,4.98090090751648,3.1448243975639345,5.279747521877289,estimate
2020-04-29,4.299409992694855,4.263028621673584,0.5457211393250997,3.4529489040374757,5.2341667175292965,3.323190152645111,5.518464505672453,estimate
2020-04-30,4.511049430370331,4.484332084655762,0.5610096615198596,3.6215916514396667,5.4566406249999995,3.4978075861930846,5.750467991828918,estimate
2020-05-01,4.705383640170098,4.6778724193573,0.5732931218094007,3.8172282099723813,5.679875612258911,3.6478296875953675,5.912756550312042,estimate
2020-05-02,4.877280715584755,4.859494209289551,0.583295718868462,3.963871920108795,5.874637198448181,3.7977058351039887,6.066253805160522,estimate
2020-05-03,5.022813107132912,5.0068957805633545,0.5911661353043223,4.098537898063659,6.0397926568984985,3.9353620588779448,6.28311502933502,estimate
2020-05-04,5.1394229613542555,5.127714157104492,0.5969097722003267,4.210425281524659,6.174073719978333,4.046049690246582,6.3886263251304625,estimate
2020-05-05,5.226107146143914,5.216531991958618,0.6007205309883863,4.288332891464234,6.25064685344696,4.120241725444793,6.437282276153562,estimate
2020-05-06,5.283576362490654,5.262085676193237,0.60279286203767,4.336722159385681,6.295923733711242,4.158268737792969,6.525668513774869,estimate
2020-05-07,5.314204086303711,5.284174680709839,0.6033773392002065,4.379155778884887,6.326745271682739,4.190166449546814,6.529986989498136,estimate
2020-05-08,5.322259955406189,5.292441368103027,0.6031129105802282,4.386868691444397,6.341445851325989,4.214048886299134,6.576215922832487,estimate
2020-05-09,5.313527575969696,5.28786563873291,0.6031479618187053,4.361202216148377,6.354278492927551,4.227496063709259,6.555060923099517,estimate
2020-05-10,5.294832040309906,5.27238392829895,0.604519370887458,4.344722747802734,6.358455419540405,4.209034061431885,6.576310551166534,estimate
2020-05-11,5.2739659507274625,5.254549741744995,0.6073841840515707,4.332611536979675,6.32052001953125,4.203046703338623,6.592540991306304,estimate
2020-05-12,5.259424840569496,5.227065324783325,0.6113490414861765,4.314063000679016,6.340370631217956,4.173258674144744,6.593208396434783,estimate
2020-05-13,5.259701195478439,5.220493793487549,0.6163401291453443,4.306178689002991,6.355174922943116,4.174048364162445,6.60974280834198,estimate
2020-05-14,5.282895116209984,5.246233701705933,0.6231712092620906,4.325210690498352,6.412260603904723,4.179705691337586,6.632688641548157,estimate
2020-05-15,5.336470544934273,5.291064500808716,0.6328261717610105,4.384659719467163,6.490176701545715,4.227517437934876,6.727239561080933,estimate
2020-05-16,5.427277332425118,5.393973350524902,0.645294946923373,4.432098627090454,6.588777947425841,4.2993941545486445,6.860451674461364,estimate
2020-05-17,5.560421858906746,5.530933141708374,0.6598844669599151,4.551449179649353,6.742789554595947,4.416073596477508,7.058388507366178,estimate
2020-05-18,5.738986047506333,5.707579851150513,0.6760960306868085,4.723963403701782,6.926363015174865,4.571796011924744,7.2408794283866875,estimate
2020-05-19,5.9635298855304715,5.915359020233154,0.6945593519969434,4.92656683921814,7.182677245140076,4.7711140513420105,7.500124430656433,estimate
2020-05-20,6.232773004770279,6.184937000274658,0.7161591350242169,5.167517948150635,7.4859607219696045,4.996273076534272,7.8083562493324274,estimate
2020-05-21,6.543800844907761,6.501019239425659,0.7418711233830967,5.410685968399048,7.846017956733704,5.256470847129822,8.162632012367247,estimate
2020-05-22,6.8915362286567685,6.839349746704102,0.772124087933864,5.72966799736023,8.254794120788574,5.543600964546203,8.591024351119994,estimate
2020-05-23,7.268527503490448,7.209430456161499,0.8054898091453627,6.048504495620728,8.699703931808472,5.877854430675507,8.975172185897826,estimate
2020-05-24,7.665620884418487,7.6054675579071045,0.8397755425375415,6.380158805847167,9.12882170677185,6.176865220069885,9.4483065366745,estimate
2020-05-25,8.07244029688835,8.024428844451904,0.8730830413601937,6.733371829986572,9.577944803237916,6.529392194747925,9.89622187614441,estimate
2020-05-26,8.477081995010376,8.437525272369385,0.9036558101343003,7.0624384641647335,10.017260694503785,6.863104617595672,10.337654137611386,estimate
2020-05-27,8.867709891319276,8.811861991882324,0.9306997320267196,7.398773574829101,10.453403520584105,7.179594016075134,10.789261102676392,estimate
2020-05-28,9.234211948394776,9.18445634841919,0.9540270446605597,7.7696784973144535,10.880065393447875,7.509548985958099,11.220835423469541,estimate
2020-05-29,9.56787315106392,9.503870010375977,0.9748968005415055,8.061547803878785,11.277880334854126,7.817782056331635,11.55741572380066,estimate
2020-05-30,9.862394118070602,9.790785312652588,0.9953154709582898,8.345215320587158,11.599146938323976,8.094338417053223,12.005053830146787,estimate
2020-05-31,10.116942563295364,10.046607971191406,1.0162892380609012,8.575128889083864,11.862053728103637,8.347713303565978,12.390875768661498,estimate
2020-06-01,10.337551585197449,10.257843017578125,1.0384129121803949,8.753515100479126,12.114244842529297,8.51652569770813,12.606283020973201,estimate
2020-06-02,10.534489092350006,10.48121166229248,1.0616056502720879,8.933090782165527,12.385725259780882,8.717608308792116,12.853869318962094,estimate
2020-06-03,10.721354220151902,10.661632537841797,1.085053080304259,9.112575483322143,12.608627843856812,8.838110947608948,13.071748590469358,estimate
2020-06-04,10.915190930366515,10.857728004455566,1.1076771470145623,9.23936071395874,12.826797485351562,8.946716809272765,13.290322685241698,estimate
2020-06-05,11.134969642877579,11.062646389007568,1.1295420635018456,9.399441242218018,13.102563858032227,9.131939744949342,13.56461317539215,estimate
2020-06-06,11.400202550649643,11.351180076599121,1.153265278159123,9.608673810958862,13.358370637893676,9.302864694595337,13.835632586479186,estimate
2020-06-07,11.731599663734436,11.67388916015625,1.1827582958222507,9.86483745574951,13.760908269882203,9.58961751461029,14.20983984470367,estimate
2020-06-08,12.150210551261901,12.073346138000488,1.221719750981251,10.269272994995116,14.18856315612793,9.969028282165528,14.690810537338251,estimate
2020-06-09,12.674063841342926,12.606889724731445,1.2739783628166976,10.7354257106781,14.805427980422973,10.374247789382935,15.330809116363525,estimate
2020-06-10,13.31716163778305,13.201958179473877,1.3419176547837754,11.309221935272216,15.664156341552735,10.946003365516663,16.13255372047424,estimate
2020-06-11,14.089781589984893,13.970602035522461,1.424745012580995,11.946208000183105,16.578288269042968,11.5948801279068,17.207858657836912,estimate
2020-06-12,14.996427556037903,14.872063159942627,1.5204049367925885,12.700029611587524,17.690939235687257,12.327207279205323,18.305117750167845,estimate
2020-06-13,16.037660203933715,15.90099811553955,1.6254968646699506,13.606190919876099,18.892096424102782,13.170014023780823,19.578054952621457,estimate
2020-06-14,17.210942523956298,17.09078598022461,1.7385710662252911,14.6248055934906,20.244788360595702,14.157000875473022,21.006724500656127,estimate
2020-06-15,18.512052511692048,18.429505348205566,1.8597742228033964,15.730107021331788,21.68091974258423,15.217425775527955,22.468715095520018,estimate
2020-06-16,19.93767771577835,19.861974716186523,1.9880479348269011,16.937761878967287,23.368639850616454,16.45099620819092,23.988621616363524,estimate
2020-06-17,21.481275684833527,21.42656421661377,2.12052042571736,18.266066932678225,25.09312877655029,17.686475038528442,25.83275837898254,estimate
2020-06-18,23.129525944709776,23.05152702331543,2.2551190572511333,19.685447406768798,26.981116104125974,19.08346152305603,27.622993755340577,estimate
2020-06-19,24.862832913398744,24.75969123840332,2.3942141914759025,21.184205055236816,29.008121013641357,20.60220594406128,29.681781196594237,estimate
2020-06-20,26.65434655761719,26.581789016723633,2.538670983048572,22.746026039123535,31.06320638656616,22.104225969314577,31.79194526672363,estimate
2020-06-21,28.472528059959412,28.376830101013184,2.685513063464553,24.35712537765503,33.13162479400634,23.66529459953308,33.993203449249265,estimate
2020-06-22,30.28561590576172,30.144518852233887,2.830627241533811,25.92012138366699,35.17075958251953,25.230173540115356,36.098941135406484,estimate
2020-06-23,32.05887961864472,31.882437705993652,2.970455923641675,27.48932304382324,37.28679618835449,26.77946529388428,38.31303701400756,estimate
2020-06-24,33.76280452919006,33.521867752075195,3.104098785347684,28.956842708587647,39.0742603302002,28.256904125213623,40.24938650131226,estimate
2020-06-25,35.37936009502411,35.196298599243164,3.2413857065274283,30.385152912139894,41.02452507019043,29.388178157806394,41.949825000762935,estimate
2020-06-26,36.89914034843445,36.77486038208008,3.394435279319734,31.58095121383667,42.64567985534668,30.793707084655765,43.78357849121094,estimate
2020-06-27,38.32689358520508,38.14105033874512,3.5653979121595616,32.651977729797366,44.35597591400146,31.971689462661743,45.7178900718689,estimate
2020-06-28,39.683747940063476,39.47113800048828,3.7454623171661,33.82172813415527,46.26276988983154,32.88869905471802,47.45610466003418,estimate
2020-06-29,41.01106521320343,40.80301094055176,3.921947400762357,35.01294498443604,47.97661666870117,33.86042461395264,49.04061088562011,estimate
2020-06-30,42.37508023452759,42.12550735473633,4.090224943760928,36.00841655731201,49.53667221069336,34.89513521194458,50.88265962600706,estimate
2020-07-01,43.85551500606537,43.541378021240234,4.255881382729838,37.350785636901854,51.19026470184326,36.163112545013426,52.749014568328846,estimate
2020-07-02,45.52971162223816,45.2359619140625,4.428063452361171,38.648551559448244,53.18760395050049,37.42602558135986,54.63654251098631,estimate
2020-07-03,47.45971767807007,47.189165115356445,4.617953066285441,40.26582107543945,55.35773849487305,39.12844114303589,56.89752750396728,estimate
2020-07-04,49.691455907821656,49.47532844543457,4.834704337879985,42.10606937408448,57.772647094726565,40.85623388290405,59.69105672836303,estimate
2020-07-05,52.258780752182005,52.06055450439453,5.081934307190789,44.24278221130371,60.97192687988281,43.063869857788085,62.859390258789055,estimate
2020-07-06,55.18214743423462,55.023386001586914,5.360278977259197,46.920922470092776,64.4265151977539,45.30152378082275,66.63477725982665,estimate
2020-07-07,58.46322680091858,58.20464515686035,5.6750976317580175,49.67568740844727,68.05665130615235,48.159564304351804,70.51319103240967,estimate
2020-07-08,62.085823177337645,61.87095069885254,6.023597073007132,52.80662536621094,72.17474708557128,51.32256145477295,74.76553459167481,estimate
2020-07-09,66.01809769439697,65.58348846435547,6.386737104058095,56.18881912231445,76.96528968811035,54.6487717628479,79.45573558807371,estimate
2020-07-10,70.21943451881408,69.81581497192383,6.749644113373554,59.70262069702149,81.87528572082519,58.06126222610474,84.36340198516845,estimate
2020-07-11,74.64282580947877,74.2437515258789,7.111570288288638,63.29805431365967,86.95999794006349,61.702724075317384,89.44577159881591,estimate
2020-07-12,79.23937734985351,79.01803970336914,7.476481185814437,67.22268180847168,92.11955299377442,65.50076351165772,94.96615352630614,estimate
2020-07-13,83.95327975463867,83.5998764038086,7.8457222098092165,71.46957244873047,97.44263763427733,69.70443553924561,100.57565116882324,estimate
2020-07-14,88.7176603012085,88.48731231689453,8.21727476879621,75.63666343688965,103.1426315307617,73.87927341461182,105.8937511444091,estimate
2020-07-15,93.46605276489258,93.1362533569336,8.581268449772866,80.01927642822265,107.84928169250489,77.74918670654296,111.78797760009765,estimate
2020-07-16,98.12054886245727,97.84110641479492,8.923730960371547,84.3724464416504,113.34643440246582,82.24509716033936,116.31204147338863,estimate
2020-07-17,102.58070755004883,102.13446807861328,9.231916951032092,88.32028884887696,118.28162460327148,86.0539125442505,120.96376399993895,estimate
2020-07-18,106.74126684570312,106.13912963867188,9.503334869826226,92.16207809448242,122.66824073791503,89.98665790557861,125.86347579956055,estimate
2020-07-19,110.502203540802,109.9277458190918,9.741310428143988,95.3951229095459,127.14569358825683,93.32483406066895,130.53147201538084,estimate
2020-07-20,113.77264184570312,113.16703414916992,9.947576197597154,98.95760459899903,131.02631301879882,95.82990684509276,134.67045211791992,estimate
2020-07-21,116.4802825050354,115.94559478759766,10.132117345491167,101.08421516418457,134.50980682373046,98.78421649932861,138.17174568176267,estimate
2020-07-22,118.59473128890991,118.16920852661133,10.298379413219502,102.72530746459961,136.62751541137695,100.58401393890381,140.43689537048334,estimate
2020-07-23,120.12268481826783,119.58293914794922,10.43289461115262,103.97780151367188,138.27475204467774,102.17035121917725,141.70979385375972,estimate
2020-07-24,121.08958863067627,120.56654739379883,10.515810965768672,104.90335578918457,139.0408004760742,102.72898559570312,143.6313339233398,estimate
2020-07-25,121.52781563568115,120.97919845581055,10.528127749442772,104.84111099243165,140.05704498291016,103.04904899597169,144.75693931579588,estimate
2020-07-26,121.4708804359436,121.09475326538086,10.461266712363354,105.02823219299317,139.62069931030274,102.72835235595703,144.04417228698728,estimate
2020-07-27,120.94321858215332,120.3332633972168,10.3230816812233,104.65887451171875,138.62883224487305,102.53124008178712,143.75252685546874,estimate
2020-07-28,119.95283935546875,119.25804138183594,10.129429938659621,104.4077766418457,137.64315338134764,101.88859348297119,141.6007221221924,estimate
2020-07-29,118.50321417236329,118.0435562133789,9.906278187292681,103.21009483337401,135.6490577697754,100.89804992675782,139.49407005310053,estimate
2020-07-30,116.61488401031494,116.4055061340332,9.679985820247921,101.87498664855957,133.3967086791992,99.58243865966797,136.79778175354005,estimate
2020-07-31,114.33011843109131,113.87960815429688,9.459714226180717,99.88438186645507,130.52318954467773,97.38142433166504,133.78132514953612,estimate
2020-08-01,111.70468376159668,111.29327392578125,9.242822071400635,97.35351676940917,127.59371681213378,95.0729923248291,130.72017974853514,estimate
2020-08-02,108.8000680923462,108.52469253540039,9.023826121687668,94.59595184326172,124.08667259216308,92.32557754516601,126.94990882873535,estimate
2020-08-03,105.68629666900635,105.34303665161133,8.800717867672763,92.11917839050294,120.50013694763183,89.76436824798584,123.77865505218506,estimate
2020-08-04,102.45174383544922,102.1638412475586,8.580910932816252,88.99338073730469,116.94504508972169,87.27685585021972,120.16096115112305,estimate
2020-08-05,99.19817123031616,98.85189437866211,8.371502461536188,86.17305564880371,113.28287925720215,84.49412384033204,116.76194286346436,estimate
2020-08-06,96.03247490310669,95.59511184692383,8.173214118509575,83.41702156066896,110.0930923461914,81.54324588775634,112.73231983184813,estimate
2020-08-07,93.05185514831543,92.70490264892578,7.988007099268139,80.61219215393066,106.5802791595459,78.43663444519044,109.00139961242675,estimate
2020-08-08,90.3349103050232,90.02146911621094,7.816138381065496,77.97186355590821,103.32119598388671,75.52526454925537,106.35083408355713,estimate
2020-08-09,87.94454446792602,87.71719741821289,7.649573159162759,75.76140823364258,100.61979179382324,73.45601348876953,103.55424423217774,estimate
2020-08-10,85.91923550796508,85.84168243408203,7.480470694767173,73.7410129547119,98.65318031311035,71.56965236663818,100.93946838378905,estimate
2020-08-11,84.26046101951599,84.24878311157227,7.305983505475906,72.3840316772461,96.47608070373535,70.55453128814698,99.17743587493895,estimate
2020-08-12,82.9289806175232,82.96284103393555,7.127925194214193,71.50785331726074,94.78149337768554,69.40811614990234,97.1306966781616,estimate
2020-08-13,81.85182557487488,81.7457389831543,6.952357238814603,70.96917190551758,93.57953186035155,69.09289417266847,95.72681884765625,estimate
2020-08-14,80.93606171417237,80.7545394897461,6.786641992303433,70.10067138671874,92.2313949584961,68.7307596206665,94.69174709320068,estimate
2020-08-15,80.07414653968812,79.83071899414062,6.635439226530754,69.43506507873535,91.29043617248536,67.90492477416993,93.36058502197264,estimate
2020-08-16,79.15200050354004,78.78652572631836,6.503244567204575,68.94622459411622,90.0909381866455,66.81177368164063,92.47632312774657,estimate
2020-08-17,78.06975845909119,77.70366668701172,6.390965325770804,67.93391304016114,88.59924850463867,66.13247814178467,90.99161434173581,estimate
2020-08-18,76.75995918846131,76.54040908813477,6.2903859122365215,66.70176391601562,87.28852119445801,65.00416812896728,89.28780212402343,estimate
2020-08-19,75.18721897315979,75.02240371704102,6.188645347885181,65.40428657531739,85.7405647277832,63.24420766830444,87.58601722717285,estimate
2020-08-20,73.34663689994812,73.08115005493164,6.074139264672205,63.78947505950928,83.7849952697754,61.89679737091065,85.59972915649412,estimate
2020-08-21,71.26578420066834,70.88916397094727,5.93667875394458,62.08414306640625,81.51077194213867,60.117611503601076,83.2412919998169,estimate
2020-08-22,68.99601720237732,68.6315689086914,5.7726494101603905,60.164564514160155,79.02307624816893,58.10814647674561,80.814866065979,estimate
2020-08-23,66.59948780441285,66.33522033691406,5.5887661203553956,57.92434883117676,76.53454055786132,56.434651660919194,78.19264602661133,estimate
2020-08-24,64.13957005310058,63.82379341125488,5.3951348848013225,55.89570350646972,73.71736946105956,54.56166620254517,75.48547821044922,estimate
2020-08-25,61.67277836418152,61.28753471374512,5.196040211248525,53.81906147003174,70.89632835388184,52.57511339187622,72.7566104888916,estimate
2020-08-26,59.24909113693237,58.95073318481445,4.995173317351824,51.799417686462405,68.16255950927734,50.490316009521486,69.95377407073974,estimate
2020-08-27,56.91090595817566,56.59360313415527,4.7955645732656285,49.81474590301514,65.46178131103515,48.371498870849614,67.22939109802246,estimate
2020-08-28,54.68726069259644,54.40204620361328,4.600099245052947,47.83583316802979,62.92621250152588,46.38749904632568,64.56945209503174,estimate
2020-08-29,52.5953132648468,52.31945610046387,4.414837723149879,46.014566612243655,60.359275054931636,44.658650398254395,62.06725206375122,estimate
